幹你娘: 髒話: 0.775572657585144, 屌你老母: 0.7581965923309326, 粗口: 0.7560597658157349, 粗話: 0.7392834424972534, 感嘆詞: 0.7087435126304626, 懶音: 0.7064943909645081, 雞巴: 0.7056534290313721, 嘆詞: 0.6996194124221802, 例句: 0.6984925866127014, 屄: 0.6948261260986328, 
窮鬼: 受刃: 0.8462443351745605, 身當: 0.8445798754692078, 洞明: 0.837807297706604, 善慧地: 0.8353298902511597, 無若: 0.8317438364028931, 以毀: 0.8268023133277893, 罪苦: 0.8267834186553955, 大喝一聲: 0.8192631602287292, 座客: 0.8172205686569214, 老苦: 0.8165538311004639, 
矮人: 食人妖: 0.8210449814796448, 半獸人: 0.8138032555580139, 辛達族: 0.7650339603424072, 金靂: 0.7608696818351746, 摩瑞亞: 0.7590649127960205, 牛頭人: 0.7537754774093628, 諾多族: 0.7509486675262451, 帖勒瑞族: 0.7438271045684814, 邁雅: 0.7407509088516235, 巨魔: 0.7307488322257996, 
禍水: 紅顏: 0.8007620573043823, 先斷: 0.734198808670044, 不悔: 0.7185617685317993, 溫柔鄉: 0.7179217338562012, 薄命: 0.7167800664901733, 情痴: 0.7016925811767578, 情花: 0.7011362314224243, 妖魅: 0.7001011967658997, 殘劍: 0.6984950304031372, 無淚: 0.692046582698822, 
混球: 寫作方法: 0.6769248247146606, 非打不可: 0.6331722140312195, 構句: 0.6302977204322815, 經馬鳴埔: 0.6271758675575256, 愛篇: 0.6212834119796753, 瓦若德: 0.6206166744232178, 我操: 0.6143964529037476, 凸性: 0.61435866355896, pretending: 0.6132475137710571, dative: 0.6117411255836487, 
吃屎吧: 小意思: 0.7355973124504089, 倪珈: 0.7237157821655273, 夜兒: 0.72234046459198, 熊谷敬: 0.7210984230041504, 郝嘉在: 0.7208589315414429, 號吹上: 0.7189193964004517, 豐永阿紀: 0.7182782888412476, 納祖爾省: 0.7175326347351074, 張輝雄: 0.717092752456665, 何兆源: 0.7170085310935974, 
陰毛: 陰阜: 0.8696901798248291, 陰脣: 0.8538935780525208, 生殖器: 0.8525185585021973, 生殖器官: 0.8507599830627441, 陰部: 0.8476134538650513, 性器官: 0.8374494910240173, 乳頭: 0.8367270827293396, 外陰: 0.8255698680877686, 乳房: 0.821295440196991, 陰莖: 0.8175854086875916, 
必取: 功多: 0.8012003898620605, 之備: 0.7864210605621338, 我師: 0.7796045541763306, 攻而: 0.7793514728546143, 人謀: 0.7791180610656738, 之守: 0.7787739038467407, 自將: 0.7732537984848022, 兵弱: 0.7727649211883545, 今若: 0.7724083662033081, 張從正: 0.7699129581451416, 
泡茶: 烹製: 0.7935583591461182, 烹調: 0.787213921546936, 沖泡: 0.7870579957962036, 煮飯: 0.7750298976898193, 品茶: 0.7689422369003296, 調料: 0.7626016139984131, 好喝: 0.7623843550682068, 燉煮: 0.7614662647247314, 品茗: 0.7591426372528076, 飯菜: 0.7571312189102173, 
黑仔: 貓哥: 0.8046376705169678, 權哥: 0.7757210731506348, 劍鋒: 0.7715493440628052, 豈料: 0.7550023794174194, 怎料: 0.7461642026901245, 將計就計: 0.741241455078125, 冉沛: 0.7250242233276367, 不顧一切: 0.7203440070152283, 犯險: 0.7112219333648682, 尋仇: 0.7016758918762207, 
反賊: 曹性: 0.7520744204521179, 審配: 0.7519835233688354, 奪其: 0.7395533919334412, 叛賊: 0.7380874156951904, 孫綝: 0.7372931838035583, 誅殺: 0.7338910698890686, 楊儀: 0.7335202097892761, 鄧艾: 0.7327262163162231, 並斬: 0.7325916290283203, 陸遜: 0.7317931056022644, 
狗眼看人低: 得理不饒: 0.7443552017211914, 裴氏山: 0.7406386137008667, 薛笑: 0.7394602298736572, 李宮: 0.732181191444397, 鄭宮: 0.7291090488433838, 杜氏岡: 0.7200208902359009, 五散: 0.7172655463218689, 張國紀: 0.7162039875984192, 劉宮: 0.7151668071746826, 本楚: 0.7113660573959351, 
大色狼: 不成材: 0.6778690814971924, 闖禍: 0.6694758534431458, 花天酒地: 0.664617121219635, 老男人: 0.6534090638160706, 仲祈: 0.647933304309845, 蕭父: 0.6476930379867554, 混日子: 0.644892692565918, 嬌滴滴: 0.6439124345779419, 幫倒忙: 0.6432358622550964, 出氣筒: 0.6431417465209961, 
弱智: 智障: 0.867917537689209, 聾啞: 0.7631633281707764, 愛狗: 0.7174507975578308, 傷殘: 0.7171661853790283, 痴呆症: 0.7129846811294556, 失智: 0.7046787142753601, 自閉症: 0.7040437459945679, 殘疾: 0.692640483379364, 弱能: 0.690093994140625, 視障: 0.6705343127250671, 
讓他死: 從今往後: 0.7244185209274292, 命不該絕: 0.707866907119751, 所多瑪城: 0.7043884992599487, 但費諾: 0.7031672596931458, 著救: 0.6919403076171875, 辦得好: 0.6906172037124634, 求死不能: 0.6831420063972473, 對樹: 0.6815572381019592, 張寶的: 0.6800321340560913, 克亞單: 0.6783485412597656, 
傻瓜: 男人: 0.647689938545227, 荒唐事: 0.6297202110290527, 醜小鴨: 0.6293686032295227, 傻子: 0.6265425682067871, 傻: 0.6207027435302734, 傢伙: 0.6166760921478271, 男孩: 0.590140700340271, 孤單: 0.5894226431846619, 野丫頭: 0.5889771580696106, 給我: 0.5877729058265686, 
黃臉婆: 杜蘭嫣: 0.7825552225112915, 嘉沅: 0.7740559577941895, 宮欽群: 0.772946834564209, 管淑慧: 0.7694767713546753, 鄭展倫: 0.7674486637115479, 孫紹祖: 0.7674001455307007, 泰株: 0.7672486901283264, 李柏萱: 0.7669724822044373, 呂曉青: 0.7661517858505249, 麗雯: 0.7658182382583618, 
身體傷害: 三死: 0.7381898760795593, 精神異常: 0.7313483357429504, 嚴重後果: 0.7072650790214539, 法律制裁: 0.6902157068252563, 輕微傷: 0.6880282163619995, 兩傷: 0.6861316561698914, 腦傷: 0.6819911003112793, 皮肉傷: 0.6801896095275879, 健忘症: 0.6751679182052612, 嚴重者: 0.6680409908294678, 
新手: 初學者: 0.6854716539382935, 膽量: 0.6502044796943665, 交朋友: 0.6409265995025635, 玩遊戲: 0.6316371560096741, 很會: 0.6257444024085999, 笨手笨腳: 0.6211647391319275, 熟練: 0.6134625673294067, 老手: 0.6116095185279846, 沒轍: 0.6001919507980347, 小孩子: 0.5982757806777954, 
支那豬: gadiformes: 0.6264533996582031, burgeri: 0.6195532083511353, gadus: 0.6139782667160034, 四帶: 0.6138310432434082, pollachius: 0.6128314733505249, diagramma: 0.6120728850364685, 潔潔良: 0.6094710826873779, ventrifossa: 0.6084389686584473, stugeta: 0.6077852249145508, opercularis: 0.6077526211738586, 
不醒人事: 滿嫂: 0.7139670252799988, 啞叔: 0.7090973258018494, 嚇了: 0.6932939887046814, 痛不欲生: 0.6864801049232483, 莊靜潔: 0.6792454719543457, 不省人事: 0.6789361238479614, 作鳥獸散: 0.6773351430892944, 心急如焚: 0.6733542680740356, 經不住: 0.6708711385726929, 左伊: 0.6706196069717407, 
語言: 母語: 0.7196415662765503, 第二語言: 0.7128496766090393, 語法: 0.7115681767463684, 民族語言: 0.6801087856292725, 共同語言: 0.6612839698791504, 漢語: 0.6561296582221985, 多語: 0.6555156707763672, 詞彙: 0.6488959789276123, 語系: 0.6438384652137756, 民族語: 0.6430376172065735, 
陳明宗: 聖宗: 0.8866307735443115, 藝宗: 0.8603452444076538, 睿宗: 0.8469127416610718, 順宗: 0.8452099561691284, 李惠宗: 0.8432815074920654, 胡漢蒼: 0.8420484066009521, 李昭皇: 0.8315171599388123, 宋光宗: 0.8277685642242432, 鄭楹: 0.8276888728141785, 楊日禮: 0.8258780241012573, 
壞胚子: 嘉沅: 0.7050270438194275, 裴欣桐: 0.6917292475700378, 迷死人: 0.6889075040817261, 迎人: 0.6884762048721313, 滿不在乎: 0.6878230571746826, 一肚子: 0.6855021119117737, 前倨後恭: 0.6796992421150208, 口蜜腹劍: 0.6772834062576294, 直性子: 0.6771575808525085, 鄧愛莉: 0.6756868362426758, 
謀: 之弊: 0.7998142242431641, 自為: 0.7961682677268982, 之志: 0.7878914475440979, 亟: 0.7866703867912292, 歟: 0.7840153574943542, 其功: 0.783517599105835, 豈可: 0.7833118438720703, 其志: 0.7829668521881104, 恃: 0.7823899388313293, 之任: 0.7781201601028442, 
通電話: 打電話: 0.8166881799697876, 打給: 0.7317125201225281, 掛斷: 0.7158317565917969, 接電話: 0.7064071893692017, 打來: 0.6945125460624695, 撥打: 0.6935688257217407, 接聽: 0.6928616762161255, 發短信: 0.6789883375167847, 交談: 0.6727679371833801, 面談: 0.6724459528923035, 
運籌帷幄: 睥睨: 0.7560380697250366, 之將: 0.7426860332489014, 奇功: 0.7407218813896179, 威震天下: 0.7377769947052002, 立於不敗之地: 0.737743616104126, 不世出: 0.732279896736145, 之威: 0.7293363809585571, 謀臣: 0.7271357774734497, 不世: 0.7208765745162964, 群豪: 0.7190636396408081, 
打你: 王八蛋: 0.7208585739135742, 打他: 0.7096244096755981, 不要緊: 0.7061653137207031, 丟的: 0.6981394290924072, 這人: 0.6965118050575256, 那人: 0.6928162574768066, 奴才: 0.6891395449638367, 喎: 0.6878671646118164, 數落: 0.687127411365509, 罵人: 0.6835203170776367, 
我會繼續: 我怕: 0.6492745280265808, 放手: 0.6475750207901001, 試試: 0.643230676651001, 記著: 0.636106014251709, 做錯: 0.6315969228744507, 算了: 0.6300965547561646, 一了百了: 0.6300936341285706, 點點頭: 0.625435471534729, 等一等: 0.6240701079368591, 快點: 0.6239776611328125, 
消逝: 遠去: 0.7243523597717285, 凋零: 0.7008382678031921, 遺忘: 0.6822335720062256, 逝去: 0.681401252746582, 停歇: 0.6611413955688477, 忘卻: 0.6605175137519836, 沈睡: 0.6565737128257751, 消失: 0.6554166078567505, 化作: 0.6508055925369263, 光景: 0.649559736251831, 
錄影帶: 錄像帶: 0.8255093097686768, mv: 0.6790008544921875, 影片: 0.6408435106277466, 預告片: 0.5833476781845093, 錄像: 0.572977602481842, vevo: 0.5726356506347656, 專輯: 0.5626070499420166, 剪輯版: 0.5575845241546631, dvd: 0.556117057800293, 電影: 0.5476816892623901, 
有錄音: 入樂: 0.6068804860115051, 詠物: 0.5871714353561401, 曲並: 0.5867369174957275, 數百本: 0.5855224132537842, 曲譜: 0.5841526389122009, 佚作: 0.575300395488739, 絕詩: 0.574498176574707, 十餘首: 0.5740069150924683, 琴歌: 0.5731301307678223, 百餘首: 0.5723881721496582, 
霸: 二連: 0.690936267375946, 三招: 0.6334601640701294, 六連: 0.5937420129776001, 天刀: 0.5822019577026367, 一招: 0.5658403635025024, 技壓: 0.5615713596343994, 獸烈: 0.5608679056167603, 猛將: 0.5585545897483826, 萬劍: 0.5576893091201782, 所向披靡: 0.5570569038391113, 
現時: 目前: 0.6978113651275635, 近年: 0.6320568323135376, 現今: 0.6311632394790649, 時至今日: 0.6256827116012573, 部份: 0.6248135566711426, 大部份: 0.623586893081665, 亦: 0.6174709796905518, 現在: 0.6173902750015259, 現有: 0.6025678515434265, 初時: 0.6004256010055542, 
坑殺: 降卒: 0.8411023616790771, 屠戮: 0.806642472743988, 剽掠: 0.7945041060447693, 擄掠: 0.7762377262115479, 俘: 0.7646622657775879, 二十餘萬: 0.7594772577285767, 禍及: 0.7545070648193359, 逃散: 0.7530317902565002, 誅殺: 0.7522146701812744, 族誅: 0.74946528673172, 
瑪爾斯: 阿瑞斯: 0.8128601312637329, 阿耳忒彌斯: 0.7663325667381287, 朱庇特: 0.7509668469429016, 黑帝斯: 0.7504205703735352, 俄斯: 0.7455469369888306, 帕拉斯: 0.7421130537986755, 哈得斯: 0.7418209314346313, 宙斯: 0.739160418510437, 阿佛洛: 0.7352703809738159, 雅典娜: 0.7329413890838623, 
發表言論: 發表意見: 0.7558455467224121, 投書: 0.7548089623451233, 斷章取義: 0.7415522933006287, 嚴詞: 0.7335201501846313, 感到遺憾: 0.732384443283081, 不負責任: 0.7307963967323303, 言論: 0.725988507270813, 駁斥: 0.7181325554847717, 提出批評: 0.7163217663764954, 回應: 0.7145276665687561, 
明示: 顯有: 0.7279528379440308, 明言: 0.7252880334854126, 自相矛盾: 0.7104694247245789, 如實: 0.6872544288635254, 應視: 0.6868047118186951, 所定: 0.681758463382721, 指明: 0.6817426681518555, 明確: 0.6807677745819092, 言明: 0.6803882122039795, 疑義: 0.6802233457565308, 
刺青: 紋身: 0.8133654594421387, 眼珠: 0.7163916230201721, 臉上: 0.6981402635574341, 刺有: 0.6967267990112305, 眼罩: 0.6933013200759888, 墨鏡: 0.6881478428840637, 左臉: 0.6811609268188477, 疤: 0.6799400448799133, 痣: 0.6776459217071533, 左眼: 0.673464298248291, 
直覺: 邏輯推理: 0.6717215776443481, 知覺: 0.6665196418762207, 無意識: 0.665553867816925, 與生俱來: 0.6637818813323975, 理性: 0.660470187664032, 下意識: 0.6564683318138123, 邏輯性: 0.6562747359275818, 潛意識: 0.6548705101013184, 感官: 0.6455869078636169, 直觀: 0.6394532322883606, 
右手食指: 手背: 0.8103673458099365, 伸直: 0.7992704510688782, 姆指: 0.7965047359466553, 太陽穴: 0.7940751314163208, 另一手: 0.7878190875053406, 下壓: 0.7807899713516235, 兩手: 0.7776477932929993, 夾住: 0.7764911651611328, 扣住: 0.7741271257400513, 直刺: 0.7718138694763184, 
撞到頭: 頭而: 0.726087212562561, 跌斷: 0.7222104668617249, 張文娟: 0.718358039855957, 唸唸有詞: 0.7136330604553223, 嘔出: 0.7079969644546509, 牽制行動: 0.7037822008132935, 差點兒: 0.7034646272659302, 龍飆: 0.6987547874450684, 蔣秀萍: 0.6977130770683289, 勒頸: 0.6901907920837402, 
訴訟程序: 行政訴訟: 0.8102632164955139, 審判程序: 0.801848828792572, 民事訴訟: 0.7935495376586914, 司法程序: 0.79240483045578, 刑事訴訟: 0.7728315591812134, 上訴人: 0.7639736533164978, 行政處分: 0.7587999105453491, 強制執行: 0.7527177333831787, 無罪判決: 0.7521692514419556, 刑責: 0.7519305944442749, 
全餐: 前菜: 0.7416568398475647, 主菜: 0.721296489238739, 關東煮: 0.6862854361534119, 豆沙包: 0.6817839741706848, 必食: 0.673174262046814, 蛋包飯: 0.6662700176239014, 品嘗: 0.6659233570098877, 大餐: 0.6627719402313232, 炸物: 0.6617255806922913, 蓋飯: 0.660063624382019, 
人證: 物證: 0.7209627628326416, 真凶: 0.708643913269043, 犯行: 0.7046663761138916, 冤枉: 0.7046216726303101, 查不出: 0.700772225856781, 罪證: 0.6910943984985352, 招供: 0.6906101703643799, 案情: 0.6868122816085815, 口供: 0.6822636723518372, 指證: 0.6803684830665588, 
飯桶: 辯魔師: 0.6635723114013672, 大嘴鳥: 0.6585258841514587, 空豆: 0.6576644778251648, 阿笠: 0.6542892456054688, 阿拉蕾: 0.6464756727218628, 小飛: 0.6423605680465698, 阿健: 0.6359813213348389, 沛沛: 0.6345077157020569, 愛吃鬼: 0.6331000328063965, 恬恬: 0.6324756145477295, 
留言板: 討論區: 0.7882927060127258, 留言版: 0.7711080312728882, 聊天室: 0.7647606134414673, gmail: 0.730739951133728, komica: 0.7237210273742676, 版主: 0.7232052087783813, xanga: 0.7231369018554688, 色情網站: 0.718845546245575, 面書: 0.7093974351882935, 聊天: 0.7016600370407104, 
賤狗: 賤龍: 0.7985795736312866, 家有: 0.7298793792724609, 惡夫: 0.6678628921508789, 一老: 0.6202343106269836, 刁妻: 0.6126272678375244, 骨川小夫: 0.6044304370880127, 芳鄰: 0.5850464105606079, 澤田蜜子: 0.5820515751838684, 阿貴: 0.577150285243988, 烏龍院: 0.5757769346237183, 
死不認錯: 其家裡: 0.7986293435096741, 風塵女郎: 0.7911176681518555, 李國鵬: 0.7906880974769592, 見色忘友: 0.7902204990386963, 和黛玉: 0.7895770072937012, 十分想念: 0.7882745862007141, tazungan: 0.7868936061859131, 斬肉: 0.7868824005126953, 還邊: 0.7838305234909058, 曾瑞明: 0.7828145623207092, 
母豬教: obov: 0.7758767604827881, 被批評者: 0.7101154327392578, 性解放: 0.7026078701019287, 憤青: 0.6845358610153198, 這派: 0.682682454586029, 反對方: 0.6781601905822754, 封建迷信: 0.6747642755508423, 當今社會: 0.6656219959259033, 歪曲事實: 0.6649161577224731, 男權: 0.6589149832725525, 
奸人: 金牙: 0.7849056720733643, 苗人鳳: 0.7603809237480164, 鄭則士: 0.7575562596321106, 宋世傑: 0.7566297054290771, 葉天行: 0.7561647891998291, 淫賤: 0.7534756660461426, 石萬嗔: 0.7526185512542725, 林世榮: 0.7525197267532349, 追命: 0.7517231702804565, 魚腸劍: 0.7517210245132446, 
妓女戶: 小吃店: 0.7035933136940002, 火鍋店: 0.7023577094078064, 乾洗店: 0.6865994930267334, 服飾店: 0.6661405563354492, 雜貨店: 0.661642849445343, 士多: 0.6591153144836426, 米店: 0.6422686576843262, 肉店: 0.6368905305862427, 攤販: 0.6355628967285156, 洗衣店: 0.6353789567947388, 
一堆垃圾: 漆黑一團: 0.770783543586731, 雜子: 0.7656892538070679, 與己無關: 0.7604685425758362, 大嚷: 0.760351836681366, 譏嘲: 0.7601264715194702, 寫錯字: 0.7578911781311035, 荊卿: 0.7552640438079834, 老糊塗: 0.7552197575569153, 欺人太甚: 0.754602313041687, 錢忱: 0.7540630102157593, 
蝦小: 徐若婷: 0.6140973567962646, 具間: 0.5966752171516418, 笨惰: 0.5895435214042664, 摩須: 0.5882104635238647, 元前: 0.5861208438873291, haecker: 0.5846208333969116, 並在數: 0.5844444036483765, 老溫: 0.5833854675292969, 蔭屍: 0.5814437866210938, 封鄭國: 0.580157995223999, 
狗嘴: batatas: 0.5292867422103882, kingyo: 0.49683240056037903, 魚子醬: 0.49049612879753113, 南瓜: 0.4712798297405243, 豬腳: 0.4711911082267761, 古早: 0.4709168076515198, 粽伯: 0.47045648097991943, 酥餅: 0.4679626226425171, 烤雞: 0.4636102318763733, 珍珠奶茶: 0.458910197019577, 
思春: 失魂: 0.795376718044281, 東觀漢: 0.7566936612129211, 超惑: 0.7470830678939819, 一男三女: 0.7381819486618042, 謫仙: 0.7102137207984924, 捉妖: 0.7090879678726196, 還魂: 0.6872542500495911, 千愁: 0.6553338766098022, 顛末: 0.6547836065292358, 尋親: 0.6534262299537659, 
生番: 熟番: 0.7784318923950195, 出草: 0.7483682632446289, 化番: 0.7378102540969849, 蕃人: 0.7377356290817261, 墾民: 0.7175513505935669, 漢人: 0.7039927244186401, 土人: 0.693709671497345, 平埔族: 0.6935005187988281, 漳州人: 0.6933388710021973, 日人: 0.6926119923591614, 
呆子: 老薑: 0.626520574092865, 老頭子: 0.6260586380958557, 娃兒: 0.6069474220275879, 老頭: 0.6029285788536072, 吹牛: 0.5985645055770874, 老爺子: 0.5962770581245422, 阿三: 0.5960016846656799, 毛子: 0.5949372053146362, 美得: 0.5947858691215515, 鴝鵒: 0.591137707233429, 
契兄: 嚴子華: 0.7957593202590942, 鐵冠道人: 0.7948973774909973, 朱姐: 0.7945210933685303, 㞗: 0.7897091507911682, 曱: 0.7873071432113647, 李金燕: 0.7868927717208862, 周公子: 0.7857884168624878, 戴良純: 0.7845603227615356, 那志東: 0.7841572165489197, 串女: 0.7835339307785034, 
姦夫: 怡紅院: 0.7372902631759644, 屠戶: 0.7310409545898438, 老太: 0.7224535346031189, 石中玉: 0.7190842032432556, 崔夫人: 0.7190743684768677, 李瓶兒: 0.7157301902770996, 之假: 0.7146173715591431, 大舅: 0.7144086360931396, 姦情: 0.7139381170272827, 綠珠: 0.713780403137207, 
雞婆: 阿婆: 0.7018691897392273, 憨: 0.6609967947006226, 雞公: 0.6570382714271545, 娃兒: 0.6488021612167358, 牯: 0.6407442688941956, 桃花運: 0.6360309720039368, 笨: 0.635166347026825, 銀花: 0.6271567344665527, 賣菜: 0.626244068145752, 旺財: 0.625859260559082, 
傻仔: 三救: 0.8218238353729248, 黃一飛: 0.7799979448318481, 包租婆: 0.7788511514663696, 阿萍: 0.7739458084106445, 伍潤泉: 0.7658790349960327, 賭仔: 0.7522332072257996, 八姑: 0.7504035234451294, 沈立強: 0.7503309845924377, 李健仁: 0.7490191459655762, 葉子楣: 0.7484623193740845, 
流氓醫生: 色情男女: 0.7967587113380432, 算死草: 0.7956346869468689, 鄭浩南: 0.79202800989151, 周嘉玲: 0.79123854637146, 關秀媚: 0.7890480160713196, 馮德倫: 0.7828202247619629, 張耀揚: 0.7807049751281738, 陳勳奇: 0.7798304557800293, 利智: 0.7787915468215942, 孤男寡女: 0.7785038352012634, 
瞎掰: 舊貨攤: 0.8947491645812988, readmoo: 0.8141394853591919, 書報攤: 0.6206374764442444, 臭臭: 0.617687463760376, 香餅: 0.6129037141799927, 泡沫紅茶: 0.6042817234992981, 大賚店: 0.6023353338241577, 越棧: 0.5897135734558105, 百寶: 0.5870510935783386, 精釀: 0.5850473642349243, 
豬屎: 大萼: 0.9195342063903809, spinulosa: 0.9169368743896484, polyantha: 0.9165691137313843, prainii: 0.9147140979766846, 蛇根草: 0.9140585660934448, primulaceae: 0.9133150577545166, cephalotaceae: 0.9118890762329102, hypoglauca: 0.9111241102218628, xenentodon: 0.9084713459014893, tenuiflora: 0.9081393480300903, 
老妖精: 柱以: 0.5505821108818054, 興趣愛好: 0.4869137108325958, 愛好: 0.47608211636543274, 天分: 0.4702903628349304, 牆名: 0.460809588432312, 酷愛: 0.4596402645111084, 中的豬: 0.45962023735046387, 森谷帝: 0.4573124349117279, 美感: 0.45462578535079956, 氣質: 0.453826367855072, 
廢: 廢為: 0.6941916346549988, 廢置: 0.6715278029441833, 長立幼: 0.6641359329223633, 庶人: 0.6298439502716064, 貶為: 0.6257875561714172, 半駝: 0.6177566051483154, 復置: 0.6163748502731323, 增置: 0.6145089864730835, 廢去: 0.6096890568733215, 改立: 0.6067682504653931, 
無用: 貪心: 0.646811842918396, 害人: 0.6421879529953003, 師卷: 0.6409567594528198, 所能: 0.6370455026626587, 男之城: 0.6348681449890137, 難容: 0.6287447214126587, 私慾: 0.6231417655944824, 不信: 0.6214941740036011, 諸般: 0.616519570350647, 亂臣賊子: 0.6141571998596191, 
喜憨兒: 勵馨: 0.6917625665664673, 信誼: 0.6581589579582214, 全聯: 0.6197381019592285, 愛盲: 0.6148039102554321, 光泉: 0.5996031761169434, 公益活動: 0.5977400541305542, 春酒: 0.5934755206108093, 義賣: 0.5906926393508911, 公益: 0.5845319032669067, 義美: 0.5836143493652344, 
娘砲: henchman: 0.7731353044509888, 河柳: 0.7730742692947388, 女影迷: 0.770206093788147, 金貞敏: 0.769987165927887, feore: 0.7693284749984741, wuhrer: 0.7679120302200317, 李國鵬: 0.7654993534088135, embeth: 0.7636024951934814, 何原: 0.7633890509605408, 林雅萍: 0.7628249526023865, 
小屁孩: 阿宅: 0.6665415167808533, 有話要說: 0.6552603840827942, 醜小鴨: 0.6548930406570435, 猛男: 0.6524906754493713, 辣妹: 0.6413649916648865, 胖嘟嘟: 0.6380435228347778, 愛哭鬼: 0.6371344327926636, 乖乖女: 0.6336438655853271, 有事嗎: 0.6319085955619812, 膽小鬼: 0.6306626796722412, 
低水準: 切向: 0.6060763597488403, thebe: 0.6002676486968994, 張韻琪: 0.5997549295425415, 超巨: 0.5950815081596375, 黏滯性: 0.5929182171821594, 日震: 0.5898409485816956, 鬩衛一: 0.5890271663665771, 距角: 0.5888216495513916, 等角投影: 0.587871789932251, 銀冕: 0.5855064392089844, 
公主病: 媽咪: 0.6908067464828491, 不懂事: 0.6722038388252258, 女人味: 0.6659655570983887, 人見人愛: 0.6628435850143433, 肉麻: 0.6611177325248718, 臭美: 0.6581555604934692, 小心眼: 0.6522384881973267, 閨蜜: 0.6520260572433472, 剩女: 0.6454713344573975, 男人婆: 0.6454391479492188, 
風塵女子: 村姑: 0.7430435419082642, 董永: 0.7147221565246582, 大家閨秀: 0.7014261484146118, 小姨: 0.6971290707588196, 丫環: 0.6968491077423096, 杜麗娘: 0.6897591352462769, 名妓: 0.6885311007499695, 少奶奶: 0.6850261092185974, 杜十娘: 0.6773102283477783, 鴇母: 0.6765831708908081, 
艮: 勝境: 0.7467174530029297, 蟠龍: 0.7394043207168579, 寶蓋: 0.7302312850952148, 龍池: 0.7290194034576416, 四望: 0.7177982330322266, 岱宗: 0.717337965965271, 翠微: 0.7137969732284546, 題額: 0.7108471393585205, 雲巖: 0.7095637321472168, 陛: 0.7090061902999878, 
笨豬: 降傘: 0.7375673651695251, 跳: 0.7034941911697388, 怦怦: 0.688385009765625, 撐桿: 0.6853997707366943, 舞照: 0.6580085754394531, 火坑: 0.6336332559585571, 彈跳: 0.6280829906463623, 宣夢: 0.6214840412139893, 巴席爾: 0.620140552520752, 倒立: 0.6087030172348022, 
永興宮: 慈濟宮: 0.7912855744361877, 福德宮: 0.7834646701812744, 主祀: 0.7809683084487915, 天上聖母: 0.7680984735488892, 大眾爺: 0.7631344795227051, 南瑤宮: 0.7596030235290527, 福德正神: 0.7586201429367065, 學甲: 0.7555644512176514, 福德祠: 0.7526243925094604, 慈鳳宮: 0.7442928552627563, 
山小: 雞冠: 0.7146703004837036, 楮: 0.7117400169372559, 巖山: 0.7104427814483643, 濯: 0.7051541209220886, 渓: 0.7027249932289124, 樵子: 0.6961979866027832, 雲洞: 0.6932516098022461, 七仙: 0.6932265758514404, 雞爪: 0.6912665367126465, 青竹: 0.6898974180221558, 
商三: 龍背: 0.6872704029083252, 新鋪: 0.6180795431137085, 克斯霍爾: 0.6063443422317505, 雷戈爾: 0.6011636257171631, 竹林鎮: 0.58648282289505, 漕鎮: 0.5801560878753662, 錫降: 0.5779167413711548, 瑞波: 0.5743815898895264, 窯灣: 0.5690663456916809, 布里耶: 0.565880537033081, 
精神不正常: 燒船: 0.7448394298553467, 生死考驗: 0.738362729549408, 瑪莉時: 0.7370985746383667, 杞紗: 0.7352345585823059, 起疑心: 0.7330319285392761, 自尋短見: 0.7308900356292725, 絕裂: 0.7308028936386108, 跪地求饒: 0.7302812933921814, 知妍: 0.728538990020752, 江鐵雄: 0.7285119295120239, 
張正憲: 彥成: 0.8281221389770508, 韋霖: 0.8207565546035767, 子威: 0.819948673248291, 政峰: 0.8102952837944031, 威成: 0.8081824779510498, 駿傑: 0.808167040348053, 玉嬋: 0.8052036762237549, 威宇: 0.8039391040802002, 廷婷: 0.8021464347839355, 瑞振: 0.8014234304428101, 
豎: 橫豎: 0.765771746635437, 撇: 0.754313588142395, 橫折: 0.7521228790283203, 上置: 0.7383726835250854, 斜: 0.7373414635658264, 門板: 0.736508846282959, 字右: 0.725542426109314, 長方: 0.7174817323684692, 疊成: 0.715336799621582, 側身: 0.7139276266098022, 
帶槍的: 直殺: 0.630603551864624, 蘇中七: 0.6296615600585938, 嘎子: 0.6261310577392578, 王文霞: 0.6259622573852539, 膫: 0.6247916221618652, 白匪: 0.6230196356773376, 郝慶山: 0.6228893399238586, 侯克明: 0.620984673500061, 過橋抽板: 0.6196990609169006, 央金卓嘎: 0.6185466051101685, 
拉基: 尼亞斯: 0.6806715726852417, 卡馬: 0.6756565570831299, 塔馬: 0.6741050481796265, 格德: 0.673583984375, 加姆: 0.6722034811973572, 巴盧: 0.6678997278213501, 納加: 0.6641663908958435, 瑟斯: 0.6615941524505615, 巴沙: 0.6594628095626831, 巴卡: 0.6551774740219116, 
米樂: 三銃: 0.717567503452301, 花利街: 0.6768773794174194, 千銃: 0.6711617112159729, 輵: 0.6539362668991089, 東普魯: 0.5992816686630249, wentz: 0.5970548391342163, 升侍: 0.5961878895759583, 富比: 0.5933122634887695, 紅女: 0.5907819271087646, 鉁: 0.5829176306724548, 
法克法克: fakfak: 0.9025651216506958, 伊裡安查: 0.8032650351524353, ದ: 0.8029096722602844, 打洛縣: 0.8026010990142822, ರ: 0.8010526299476624, kabupaten: 0.7999970316886902, gjt: 0.7961665391921997, serian: 0.7947482466697693, 雷伊泰省: 0.7942185401916504, 馬斯巴特: 0.7926391959190369, 
